trat;concha;temp;mort;sensor
LCBPF 20;1;5;5;1
LCBPF 20;1;5;6;1
LCBPF 20;1;5;7;1
LCBPF 20;1;5;8;1
LCBPF 20;2;2;1;1
LCBPF 20;2;2;2;1
LCBPF 20;2;2;3;1
LCBPF 20;2;2;4;1
LCBPF 20;2;2;5;1
LCBPF 20;2;2;6;1
LCBPF 20;2;3;1;1
LCBPF 20;2;3;2;1
LCBPF 20;2;3;3;1
LCBPF 20;2;3;4;1
LCBPF 20;2;3;5;1
LCBPF 20;2;3;6;1
LCBPF 20;2;3;7;1
LCBPF 20;2;3;8;1
LCBPF 20;2;3;9;1
LCBPF 20;2;3;10;1
LCBPF 20;2;3;11;1
LCBPF 20;2;3;12;1
LCBPF 20;2;3;13;1
LCBPF 20;2;3;14;1
LCBPF 20;2;3;15;1
LCBPF 20;2;3;16;1
LCBPF 20;2;3;17;1
LCBPF 20;2;3;18;1
LCBPF 20;2;3;19;1
LCBPF 20;2;3;20;1
LCBPF 20;2;3;21;1
LCBPF 20;2;3;22;1
LCBPF 20;2;3;23;1
LCBPF 20;2;3;24;1
LCBPF 20;2;3;25;1
LCBPF 20;2;3;26;1
LCBPF 20;2;3;27;1
LCBPF 20;2;3;28;1
LCBPF 20;2;3;29;1
LCBPF 20;2;3;30;1
LCBPF 20;2;3;31;1
LCBPF 20;2;3;32;1
LCBPF 20;2;3;33;1
LCBPF 20;2;3;34;1
LCBPF 20;2;3;35;1
LCBPF 20;2;3;36;1
LCBPF 20;2;3;37;1
LCBPF 20;2;3;38;1
LCBPF 20;2;3;39;1
LCBPF 20;2;3;40;1
LCBPF 20;2;3;41;1
LCBPF 20;2;3;42;1
LCBPF 20;2;3;43;1
LCBPF 20;2;3;44;1
LCBPF 20;2;3;45;1
LCBPF 20;2;3;46;1
LCBPF 20;2;3;47;1
LCBPF 20;2;3;48;1
LCBPF 20;2;3;49;1
LCBPF 20;2;3;50;1
LCBPF 20;2;3;51;1
LCBPF 20;2;3;52;1
LCBPF 20;2;3;53;1
LCBPF 20;2;3;54;1
LCBPF 20;2;3;55;1
LCBPF 20;2;3;56;1
LCBPF 20;2;3;57;1
LCBPF 20;2;3;58;1
LCBPF 20;2;3;59;1
LCBPF 20;2;3;60;1
LCBPF 20;2;3;61;1
LCBPF 20;2;3;62;1
LCBPF 20;2;3;63;1
LCBPF 20;2;3;64;1
LCBPF 20;2;3;65;1
LCBPF 20;2;3;66;1
LCBPF 20;2;3;67;1
LCBPF 20;2;3;68;1
LCBPF 20;2;3;69;1
LCBPF 20;2;3;70;1
LCBPF 20;2;3;71;1
LCBPF 20;2;3;72;1
LCBPF 20;2;3;73;1
LCBPF 20;2;3;74;1
LCBPF 20;2;4;1;1
LCBPF 20;2;4;2;1
LCBPF 20;2;4;3;1
LCBPF 20;2;4;4;1
LCBPF 20;2;4;5;1
LCBPF 20;2;4;6;1
LCBPF 20;2;4;7;1
LCBPF 20;2;4;8;1
LCBPF 20;2;4;9;1
LCBPF 20;2;4;10;1
LCBPF 20;2;4;11;1
LCBPF 20;2;4;12;1
LCBPF 20;2;4;13;1
LCBPF 20;2;4;14;1
LCBPF 20;2;4;15;1
LCBPF 20;2;4;16;1
LCBPF 20;2;4;17;1
LCBPF 20;2;4;18;1
LCBPF 20;2;4;19;1
LCBPF 20;2;4;20;1
LCBPF 23;1;2;1;1
LCBPF 23;1;2;2;1
LCBPF 23;1;3;1;1
LCBPF 23;1;3;2;1
LCBPF 23;1;3;3;1
LCBPF 23;1;3;4;1
LCBPF 23;1;3;5;1
LCBPF 23;1;3;6;1
LCBPF 23;1;3;7;1
LCBPF 23;1;3;8;1
LCBPF 23;1;3;9;1
LCBPF 23;1;3;10;1
LCBPF 23;1;3;11;1
LCBPF 23;1;3;12;1
LCBPF 23;1;3;13;1
LCBPF 23;1;3;14;1
LCBPF 23;1;3;15;1
LCBPF 23;1;3;16;1
LCBPF 23;1;3;17;1
LCBPF 23;1;3;18;1
LCBPF 23;1;3;19;1
LCBPF 23;1;3;20;1
LCBPF 23;1;3;21;1
LCBPF 23;1;3;22;1
LCBPF 23;1;3;23;1
LCBPF 23;1;3;24;1
LCBPF 23;1;3;25;1
LCBPF 23;1;3;26;1
LCBPF 23;1;3;27;1
LCBPF 23;1;3;28;1
LCBPF 23;1;3;29;1
LCBPF 23;1;3;30;1
LCBPF 23;1;3;31;1
LCBPF 23;1;3;32;1
LCBPF 23;1;3;33;1
LCBPF 23;1;3;34;1
LCBPF 23;1;3;35;1
LCBPF 23;1;3;36;1
LCBPF 23;1;3;37;1
LCBPF 23;1;3;38;1
LCBPF 23;1;3;39;1
LCBPF 23;1;3;40;1
LCBPF 23;1;3;41;1
LCBPF 23;1;3;42;1
LCBPF 23;1;3;43;1
LCBPF 23;1;3;44;1
LCBPF 23;1;3;45;1
LCBPF 23;1;3;46;1
LCBPF 23;1;3;47;1
LCBPF 23;1;3;48;1
LCBPF 23;1;3;49;1
LCBPF 23;1;3;50;1
LCBPF 23;1;3;51;1
LCBPF 23;1;3;52;1
LCBPF 23;1;3;53;1
LCBPF 23;1;3;54;1
LCBPF 23;1;3;55;1
LCBPF 23;1;3;56;1
LCBPF 23;1;3;57;1
LCBPF 23;1;3;58;1
LCBPF 23;1;3;59;1
LCBPF 23;1;3;60;1
LCBPF 23;1;3;61;1
LCBPF 23;1;3;62;1
LCBPF 23;1;3;63;1
LCBPF 23;1;3;64;1
LCBPF 23;1;3;65;1
LCBPF 23;1;3;66;1
LCBPF 23;1;3;67;1
LCBPF 23;1;3;68;1
LCBPF 23;1;3;69;1
LCBPF 23;1;3;70;1
LCBPF 23;1;3;71;1
LCBPF 23;1;3;72;1
LCBPF 23;1;3;73;1
LCBPF 23;1;3;74;1
LCBPF 23;1;3;75;1
LCBPF 23;1;3;76;1
LCBPF 23;1;3;77;1
LCBPF 23;1;3;78;1
LCBPF 23;1;4;1;1
LCBPF 23;1;4;2;1
LCBPF 23;1;4;3;1
LCBPF 23;1;4;4;1
LCBPF 23;1;4;5;1
LCBPF 23;1;4;6;1
LCBPF 23;1;4;7;1
LCBPF 23;1;4;8;1
LCBPF 23;1;4;9;1
LCBPF 23;1;4;10;1
LCBPF 23;1;4;11;1
LCBPF 23;1;4;12;1
LCBPF 23;1;4;13;1
LCBPF 23;1;4;14;1
LCBPF 23;1;5;1;1
LCBPF 23;1;5;2;1
LCBPF 23;1;5;3;1
LCBPF 23;1;5;4;1
LCBPF 23;1;5;5;1
LCBPF 23;1;5;6;1
LCBPF 23;2;2;1;1
LCBPF 23;2;2;2;1
LCBPF 23;2;2;3;1
LCBPF 23;2;2;4;1
LCBPF 23;2;2;5;1
LCBPF 23;2;2;6;1
LCBPF 23;2;2;7;1
LCBPF 23;2;2;8;1
LCBPF 23;2;2;9;1
LCBPF 23;2;2;10;1
LCBPF 23;2;2;11;1
LCBPF 23;2;2;12;1
LCBPF 23;2;3;1;1
LCBPF 23;2;3;2;1
LCBPF 23;2;3;3;1
LCBPF 23;2;3;4;1
LCBPF 23;2;3;5;1
LCBPF 23;2;3;6;1
LCBPF 23;2;3;7;1
LCBPF 23;2;3;8;1
LCBPF 23;2;3;9;1
LCBPF 23;2;3;10;1
LCBPF 23;2;3;11;1
LCBPF 23;2;3;12;1
LCBPF 23;2;3;13;1
LCBPF 23;2;3;14;1
LCBPF 23;2;3;15;1
LCBPF 23;2;3;16;1
LCBPF 23;2;3;17;1
LCBPF 23;2;3;18;1
LCBPF 23;2;3;19;1
LCBPF 23;2;3;20;1
LCBPF 23;2;3;21;1
LCBPF 23;2;3;22;1
LCBPF 23;2;3;23;1
LCBPF 23;2;3;24;1
LCBPF 23;2;3;25;1
LCBPF 23;2;3;26;1
LCBPF 23;2;3;27;1
LCBPF 23;2;3;28;1
LCBPF 23;2;3;29;1
LCBPF 23;2;3;30;1
LCBPF 23;2;3;31;1
LCBPF 23;2;3;32;1
LCBPF 23;2;3;33;1
LCBPF 23;2;3;34;1
LCBPF 23;2;3;35;1
LCBPF 23;2;3;36;1
LCBPF 23;2;3;37;1
LCBPF 23;2;3;38;1
LCBPF 23;2;3;39;1
LCBPF 23;2;3;40;1
LCBPF 23;2;3;41;1
LCBPF 23;2;3;42;1
LCBPF 23;2;3;43;1
LCBPF 23;2;3;44;1
LCBPF 23;2;3;45;1
LCBPF 23;2;3;46;1
LCBPF 23;2;3;47;1
LCBPF 23;2;3;48;1
LCBPF 23;2;3;49;1
LCBPF 23;2;3;50;1
LCBPF 23;2;3;51;1
LCBPF 23;2;3;52;1
LCBPF 23;2;3;53;1
LCBPF 23;2;3;54;1
LCBPF 23;2;3;55;1
LCBPF 23;2;3;56;1
LCBPF 23;2;3;57;1
LCBPF 23;2;3;58;1
LCBPF 23;2;3;59;1
LCBPF 23;2;3;60;1
LCBPF 23;2;3;61;1
LCBPF 23;2;3;62;1
LCBPF 23;2;3;63;1
LCBPF 23;2;3;64;1
LCBPF 23;2;3;65;1
LCBPF 23;2;3;66;1
LCBPF 23;2;3;67;1
LCBPF 23;2;3;68;1
LCBPF 23;2;3;69;1
LCBPF 23;2;3;70;1
LCBPF 23;2;3;71;1
LCBPF 23;2;3;72;1
LCBPF 23;2;3;73;1
LCBPF 23;2;3;74;1
LCBPF 23;2;3;75;1
LCBPF 23;2;3;76;1
LCBPF 23;2;3;77;1
LCBPF 23;2;3;78;1
LCBPF 23;2;4;1;1
LCBPF 23;2;4;2;1
LCBPF 23;2;4;3;1
LCBPF 23;2;4;4;1
LCBPF 23;2;4;5;1
LCBPF 23;2;4;6;1
LCBPF 23;2;5;1;1
LCBPF 23;2;5;2;1
LCBPF 23;2;5;3;1
LCBPF 23;2;5;4;1
LCBPF 45;1;2;1;1
LCBPF 45;1;2;2;1
LCBPF 45;1;2;3;1
LCBPF 45;1;2;4;1
LCBPF 45;1;3;1;1
LCBPF 45;1;3;2;1
LCBPF 45;1;3;3;1
LCBPF 45;1;3;4;1
LCBPF 45;1;3;5;1
LCBPF 45;1;3;6;1
LCBPF 45;1;3;7;1
LCBPF 45;1;3;8;1
LCBPF 45;1;3;9;1
LCBPF 45;1;3;10;1
LCBPF 45;1;3;11;1
LCBPF 45;1;3;12;1
LCBPF 45;1;3;13;1
LCBPF 45;1;3;14;1
LCBPF 45;1;3;15;1
LCBPF 45;1;3;16;1
LCBPF 45;1;3;17;1
LCBPF 45;1;3;18;1
LCBPF 45;1;3;19;1
LCBPF 45;1;3;20;1
LCBPF 45;1;3;21;1
LCBPF 45;1;3;22;1
LCBPF 45;1;3;23;1
LCBPF 45;1;3;24;1
LCBPF 45;1;3;25;1
LCBPF 45;1;3;26;1
LCBPF 45;1;3;27;1
LCBPF 45;1;3;28;1
LCBPF 45;1;3;29;1
LCBPF 45;1;3;30;1
LCBPF 45;1;3;31;1
LCBPF 45;1;3;32;1
LCBPF 45;1;3;33;1
LCBPF 45;1;3;34;1
LCBPF 45;1;3;35;1
LCBPF 45;1;3;36;1
LCBPF 45;1;3;37;1
LCBPF 45;1;3;38;1
LCBPF 45;1;3;39;1
LCBPF 45;1;3;40;1
LCBPF 45;1;3;41;1
LCBPF 45;1;3;42;1
LCBPF 45;1;3;43;1
LCBPF 45;1;3;44;1
LCBPF 45;1;3;45;1
LCBPF 45;1;3;46;1
LCBPF 45;1;3;47;1
LCBPF 45;1;3;48;1
LCBPF 45;1;3;49;1
LCBPF 45;1;3;50;1
LCBPF 45;1;3;51;1
LCBPF 45;1;3;52;1
LCBPF 45;1;3;53;1
LCBPF 45;1;3;54;1
LCBPF 45;1;3;55;1
LCBPF 45;1;3;56;1
LCBPF 45;1;3;57;1
LCBPF 45;1;3;58;1
LCBPF 45;1;4;1;1
LCBPF 45;1;4;2;1
LCBPF 45;1;4;3;1
LCBPF 45;1;4;4;1
LCBPF 45;1;4;5;1
LCBPF 45;1;4;6;1
LCBPF 45;1;4;7;1
LCBPF 45;1;4;8;1
LCBPF 45;1;4;9;1
LCBPF 45;1;4;10;1
LCBPF 45;1;4;11;1
LCBPF 45;1;4;12;1
LCBPF 45;1;4;13;1
LCBPF 45;1;4;14;1
LCBPF 45;1;4;15;1
LCBPF 45;1;5;1;1
LCBPF 45;1;5;2;1
LCBPF 45;1;5;3;1
LCBPF 45;1;6;1;1
LCBPF 45;1;6;2;1
LCBPF 45;1;6;3;1
LCBPF 45;1;6;4;1
LCBPF 45;1;6;5;1
LCBPF 45;1;6;6;1
LCBPF 45;1;6;7;1
LCBPF 45;1;6;8;1
LCBPF 45;1;7;1;1
LCBPF 45;1;7;1;0
LCBPF 45;1;7;2;1
LCBPF 45;1;7;2;0
LCBPF 45;1;7;3;1
LCBPF 45;1;7;3;0
LCBPF 45;1;7;4;1
LCBPF 45;1;7;4;0
LCBPF 45;1;7;5;0
LCBPF 45;1;7;6;0
LCBPF 45;1;7;7;0
LCBPF 45;1;7;8;0
LCBPF 45;2;2;1;1
LCBPF 45;2;2;2;1
LCBPF 45;2;2;3;1
LCBPF 45;2;2;4;1
LCBPF 45;2;2;5;1
LCBPF 45;2;2;6;1
LCBPF 45;2;2;7;1
LCBPF 45;2;2;8;1
LCBPF 45;2;2;9;1
LCBPF 45;2;2;10;1
LCBPF 45;2;2;11;1
LCBPF 45;2;2;12;1
LCBPF 45;2;3;1;1
LCBPF 45;2;3;2;1
LCBPF 45;2;3;3;1
LCBPF 45;2;3;4;1
LCBPF 45;2;3;5;1
LCBPF 45;2;3;6;1
LCBPF 45;2;3;7;1
LCBPF 45;2;3;8;1
LCBPF 45;2;3;9;1
LCBPF 45;2;3;10;1
LCBPF 45;2;3;11;1
LCBPF 45;2;3;12;1
LCBPF 45;2;3;13;1
LCBPF 45;2;3;14;1
LCBPF 45;2;3;15;1
LCBPF 45;2;3;16;1
LCBPF 45;2;3;17;1
LCBPF 45;2;3;18;1
LCBPF 45;2;3;19;1
LCBPF 45;2;3;20;1
LCBPF 45;2;3;21;1
LCBPF 45;2;3;22;1
LCBPF 45;2;3;23;1
LCBPF 45;2;3;24;1
LCBPF 45;2;3;25;1
LCBPF 45;2;3;26;1
LCBPF 45;2;3;27;1
LCBPF 45;2;3;28;1
LCBPF 45;2;3;29;1
LCBPF 45;2;3;30;1
LCBPF 45;2;3;31;1
LCBPF 45;2;3;32;1
LCBPF 45;2;3;33;1
LCBPF 45;2;3;34;1
LCBPF 45;2;3;35;1
LCBPF 45;2;3;36;1
LCBPF 45;2;3;37;1
LCBPF 45;2;3;38;1
LCBPF 45;2;3;39;1
LCBPF 45;2;3;40;1
LCBPF 45;2;3;41;1
LCBPF 45;2;3;42;1
LCBPF 45;2;3;43;1
LCBPF 45;2;3;44;1
LCBPF 45;2;3;45;1
LCBPF 45;2;3;46;1
LCBPF 45;2;3;47;1
LCBPF 45;2;3;48;1
LCBPF 45;2;3;49;1
LCBPF 45;2;3;50;1
LCBPF 45;2;3;51;1
LCBPF 45;2;3;52;1
LCBPF 45;2;3;53;1
LCBPF 45;2;3;54;1
LCBPF 45;2;3;55;1
LCBPF 45;2;3;56;1
LCBPF 45;2;3;57;1
LCBPF 45;2;3;58;1
LCBPF 45;2;3;59;1
LCBPF 45;2;3;60;1
LCBPF 45;2;3;61;1
LCBPF 45;2;3;62;1
LCBPF 45;2;3;63;1
LCBPF 45;2;3;64;1
LCBPF 45;2;3;65;1
LCBPF 45;2;3;66;1
LCBPF 45;2;3;67;1
LCBPF 45;2;3;68;1
LCBPF 45;2;3;69;1
LCBPF 45;2;3;70;1
LCBPF 45;2;3;71;1
LCBPF 45;2;3;72;1
LCBPF 45;2;3;73;1
LCBPF 45;2;3;74;1
LCBPF 45;2;4;1;1
LCBPF 45;2;4;2;1
LCBPF 45;2;4;3;1
LCBPF 45;2;4;4;1
LCBPF 45;2;4;5;1
LCBPF 45;2;4;6;1
LCBPF 45;2;4;7;1
LCBPF 45;2;4;8;1
LCBPF 45;2;4;9;1
LCBPF 45;2;4;10;1
LCBPF 45;2;4;11;1
LCBPF 45;2;4;12;1
LCBPF 45;2;4;13;1
LCBPF 45;2;4;14;1
LCBPF 46;1;3;1;1
LCBPF 46;1;3;2;1
LCBPF 46;1;3;3;1
LCBPF 46;1;3;4;1
LCBPF 46;1;3;5;1
LCBPF 46;1;3;6;1
LCBPF 46;1;3;7;1
LCBPF 46;1;3;8;1
LCBPF 46;1;3;9;1
LCBPF 46;1;3;10;1
LCBPF 46;1;3;11;1
LCBPF 46;1;3;12;1
LCBPF 46;1;3;13;1
LCBPF 46;1;3;14;1
LCBPF 46;1;3;15;1
LCBPF 46;1;3;16;1
LCBPF 46;1;3;17;1
LCBPF 46;1;3;18;1
LCBPF 46;1;3;19;1
LCBPF 46;1;3;20;1
LCBPF 46;1;3;21;1
LCBPF 46;1;3;22;1
LCBPF 46;1;3;23;1
LCBPF 46;1;3;24;1
LCBPF 46;1;3;25;1
LCBPF 46;1;3;26;1
LCBPF 46;1;3;27;1
LCBPF 46;1;3;28;1
LCBPF 46;1;3;29;1
LCBPF 46;1;3;30;1
LCBPF 46;1;3;31;1
LCBPF 46;1;3;32;1
LCBPF 46;1;3;33;1
LCBPF 46;1;3;34;1
LCBPF 46;1;3;35;1
LCBPF 46;1;3;36;1
LCBPF 46;1;3;37;1
LCBPF 46;1;3;38;1
LCBPF 46;1;3;39;1
LCBPF 46;1;3;40;1
LCBPF 46;1;4;1;1
LCBPF 46;1;4;2;1
LCBPF 46;1;4;3;1
LCBPF 46;1;4;4;1
LCBPF 46;1;4;5;1
LCBPF 46;1;4;6;1
LCBPF 46;1;4;7;1
LCBPF 46;1;4;8;1
LCBPF 46;1;4;9;1
LCBPF 46;1;4;10;1
LCBPF 46;1;4;11;1
LCBPF 46;1;4;12;1
LCBPF 46;1;4;13;1
LCBPF 46;1;4;14;1
LCBPF 46;1;4;15;1
LCBPF 46;1;4;16;1
LCBPF 46;1;4;17;1
LCBPF 46;1;4;18;1
LCBPF 46;1;4;19;1
LCBPF 46;1;4;20;1
LCBPF 46;1;4;21;1
LCBPF 46;1;4;22;1
LCBPF 46;1;4;23;1
LCBPF 46;1;4;24;1
LCBPF 46;1;4;25;1
LCBPF 46;1;4;26;1
LCBPF 46;1;4;27;1
LCBPF 46;1;4;28;1
LCBPF 46;1;4;29;1
LCBPF 46;1;4;30;1
LCBPF 46;1;4;31;1
LCBPF 46;1;4;32;1
LCBPF 46;1;4;33;1
LCBPF 46;1;4;34;1
LCBPF 46;1;4;35;1
LCBPF 46;1;4;36;1
LCBPF 46;1;4;37;1
LCBPF 46;1;4;38;1
LCBPF 46;1;4;39;1
LCBPF 46;1;4;40;1
LCBPF 46;1;4;41;1
LCBPF 46;1;4;42;1
LCBPF 46;1;4;43;1
LCBPF 46;1;4;44;1
LCBPF 46;1;4;45;1
LCBPF 46;1;4;46;1
LCBPF 46;1;5;1;1
LCBPF 46;1;5;2;1
LCBPF 46;1;5;3;1
LCBPF 46;1;5;4;1
LCBPF 46;1;5;5;1
LCBPF 46;1;5;6;1
LCBPF 46;1;5;7;1
LCBPF 46;1;5;8;1
LCBPF 46;1;6;1;1
LCBPF 46;1;6;2;1
LCBPF 46;1;6;3;1
LCBPF 46;1;6;4;1
LCBPF 46;1;6;5;1
LCBPF 46;1;6;6;1
LCBPF 46;2;1;1;1
LCBPF 46;2;1;2;1
LCBPF 46;2;2;1;1
LCBPF 46;2;2;2;1
LCBPF 46;2;2;3;1
LCBPF 46;2;2;4;1
LCBPF 46;2;2;5;1
LCBPF 46;2;2;6;1
LCBPF 46;2;2;7;1
LCBPF 46;2;2;8;1
LCBPF 46;2;2;9;1
LCBPF 46;2;2;10;1
LCBPF 46;2;3;1;1
LCBPF 46;2;3;2;1
LCBPF 46;2;3;3;1
LCBPF 46;2;3;4;1
LCBPF 46;2;3;5;1
LCBPF 46;2;3;6;1
LCBPF 46;2;3;7;1
LCBPF 46;2;3;8;1
LCBPF 46;2;3;9;1
LCBPF 46;2;3;10;1
LCBPF 46;2;3;11;1
LCBPF 46;2;3;12;1
LCBPF 46;2;3;13;1
LCBPF 46;2;3;14;1
LCBPF 46;2;3;15;1
LCBPF 46;2;3;16;1
LCBPF 46;2;3;17;1
LCBPF 46;2;3;18;1
LCBPF 46;2;3;19;1
LCBPF 46;2;3;20;1
LCBPF 46;2;3;21;1
LCBPF 46;2;3;22;1
LCBPF 46;2;3;23;1
LCBPF 46;2;3;24;1
LCBPF 46;2;3;25;1
LCBPF 46;2;3;26;1
LCBPF 46;2;3;27;1
LCBPF 46;2;3;28;1
LCBPF 46;2;3;29;1
LCBPF 46;2;3;30;1
LCBPF 46;2;3;31;1
LCBPF 46;2;3;32;1
LCBPF 46;2;3;33;1
LCBPF 46;2;3;34;1
LCBPF 46;2;3;35;1
LCBPF 46;2;3;36;1
LCBPF 46;2;3;37;1
LCBPF 46;2;3;38;1
LCBPF 46;2;3;39;1
LCBPF 46;2;3;40;1
LCBPF 46;2;3;41;1
LCBPF 46;2;3;42;1
LCBPF 46;2;3;43;1
LCBPF 46;2;3;44;1
LCBPF 46;2;3;45;1
LCBPF 46;2;3;46;1
LCBPF 46;2;3;47;1
LCBPF 46;2;3;48;1
LCBPF 46;2;3;49;1
LCBPF 46;2;3;50;1
LCBPF 46;2;4;1;1
LCBPF 46;2;4;2;1
LCBPF 46;2;4;3;1
LCBPF 46;2;4;4;1
LCBPF 46;2;4;5;1
LCBPF 46;2;4;6;1
LCBPF 46;2;4;7;1
LCBPF 46;2;4;8;1
LCBPF 46;2;4;9;1
LCBPF 46;2;4;10;1
LCBPF 46;2;4;11;1
LCBPF 46;2;4;12;1
LCBPF 46;2;4;13;1
LCBPF 46;2;4;14;1
LCBPF 46;2;4;15;1
LCBPF 46;2;4;16;1
LCBPF 46;2;4;17;1
LCBPF 46;2;4;18;1
LCBPF 46;2;4;19;1
LCBPF 46;2;4;20;1
LCBPF 46;2;4;21;1
LCBPF 46;2;4;22;1
LCBPF 46;2;4;23;1
LCBPF 46;2;4;24;1
LCBPF 46;2;4;25;1
LCBPF 46;2;4;26;1
LCBPF 46;2;4;27;1
LCBPF 46;2;4;28;1
LCBPF 46;2;4;29;1
LCBPF 46;2;4;30;1
LCBPF 46;2;5;1;1
LCBPF 46;2;5;2;1
LCBPF 46;2;5;3;1
LCBPF 46;2;5;4;1
LCBPF 46;2;5;5;1
LCBPF 46;2;5;6;1
LCBPF 46;2;5;7;1
LCBPF 46;2;5;8;1
LCBPF 61;1;2;1;1
LCBPF 61;1;2;2;1
LCBPF 61;1;3;1;1
LCBPF 61;1;3;2;1
LCBPF 61;1;3;3;1
LCBPF 61;1;3;4;1
LCBPF 61;1;3;5;1
LCBPF 61;1;3;6;1
LCBPF 61;1;3;7;1
LCBPF 61;1;3;8;1
LCBPF 61;1;3;9;1
LCBPF 61;1;3;10;1
LCBPF 61;1;3;11;1
LCBPF 61;1;3;12;1
LCBPF 61;1;3;13;1
LCBPF 61;1;3;14;1
LCBPF 61;1;3;15;1
LCBPF 61;1;3;16;1
LCBPF 61;1;3;17;1
LCBPF 61;1;3;18;1
LCBPF 61;1;3;19;1
LCBPF 61;1;3;20;1
LCBPF 61;1;3;21;1
LCBPF 61;1;3;22;1
LCBPF 61;1;3;23;1
LCBPF 61;1;3;24;1
LCBPF 61;1;3;25;1
LCBPF 61;1;3;26;1
LCBPF 61;1;3;27;1
LCBPF 61;1;3;28;1
LCBPF 61;1;3;29;1
LCBPF 61;1;3;30;1
LCBPF 61;1;3;31;1
LCBPF 61;1;3;32;1
LCBPF 61;1;3;33;1
LCBPF 61;1;3;34;1
LCBPF 61;1;3;35;1
LCBPF 61;1;3;36;1
LCBPF 61;1;3;37;1
LCBPF 61;1;3;38;1
LCBPF 61;1;3;39;1
LCBPF 61;1;3;40;1
LCBPF 61;1;3;41;1
LCBPF 61;1;3;42;1
LCBPF 61;1;3;43;1
LCBPF 61;1;3;44;1
LCBPF 61;1;3;45;1
LCBPF 61;1;3;46;1
LCBPF 61;1;3;47;1
LCBPF 61;1;3;48;1
LCBPF 61;1;3;49;1
LCBPF 61;1;3;50;1
LCBPF 61;1;3;51;1
LCBPF 61;1;3;52;1
LCBPF 61;1;4;1;1
LCBPF 61;1;4;2;1
LCBPF 61;1;4;3;1
LCBPF 61;1;4;4;1
LCBPF 61;1;4;5;1
LCBPF 61;1;4;6;1
LCBPF 61;1;4;7;1
LCBPF 61;1;4;8;1
LCBPF 61;1;4;9;1
LCBPF 61;1;4;10;1
LCBPF 61;1;4;11;1
LCBPF 61;1;4;12;1
LCBPF 61;1;4;13;1
LCBPF 61;1;4;14;1
LCBPF 61;1;4;15;1
LCBPF 61;1;4;16;1
LCBPF 61;1;4;17;1
LCBPF 61;1;4;18;1
LCBPF 61;1;4;19;1
LCBPF 61;1;4;20;1
LCBPF 61;1;4;21;1
LCBPF 61;1;4;22;1
LCBPF 61;1;4;23;1
LCBPF 61;1;4;24;1
LCBPF 61;1;4;25;1
LCBPF 61;1;4;26;1
LCBPF 61;1;4;27;1
LCBPF 61;1;4;28;1
LCBPF 61;1;5;1;1
LCBPF 61;1;5;2;1
LCBPF 61;1;5;3;1
LCBPF 61;1;5;4;1
LCBPF 61;1;5;5;1
LCBPF 61;1;5;6;1
LCBPF 61;1;5;7;1
LCBPF 61;1;5;8;1
LCBPF 61;1;5;9;1
LCBPF 61;1;5;10;1
LCBPF 61;1;5;11;1
LCBPF 61;1;5;12;1
LCBPF 61;1;5;13;1
LCBPF 61;1;5;14;1
LCBPF 61;1;5;15;1
LCBPF 61;1;5;16;1
LCBPF 61;1;6;1;1
LCBPF 61;1;6;2;1
LCBPF 61;2;1;1;1
LCBPF 61;2;1;2;1
LCBPF 61;2;2;1;1
LCBPF 61;2;2;2;1
LCBPF 61;2;2;3;1
LCBPF 61;2;2;4;1
LCBPF 61;2;2;5;1
LCBPF 61;2;2;6;1
LCBPF 61;2;3;1;1
LCBPF 61;2;3;2;1
LCBPF 61;2;3;3;1
LCBPF 61;2;3;4;1
LCBPF 61;2;3;5;1
LCBPF 61;2;3;6;1
LCBPF 61;2;3;7;1
LCBPF 61;2;3;8;1
LCBPF 61;2;3;9;1
LCBPF 61;2;3;10;1
LCBPF 61;2;3;11;1
LCBPF 61;2;3;12;1
LCBPF 61;2;3;13;1
LCBPF 61;2;3;14;1
LCBPF 61;2;3;15;1
LCBPF 61;2;3;16;1
LCBPF 61;2;3;17;1
LCBPF 61;2;3;18;1
LCBPF 61;2;3;19;1
LCBPF 61;2;3;20;1
LCBPF 61;2;3;21;1
LCBPF 61;2;3;22;1
LCBPF 61;2;3;23;1
LCBPF 61;2;3;24;1
LCBPF 61;2;3;25;1
LCBPF 61;2;3;26;1
LCBPF 61;2;3;27;1
LCBPF 61;2;3;28;1
LCBPF 61;2;3;29;1
LCBPF 61;2;3;30;1
LCBPF 61;2;3;31;1
LCBPF 61;2;3;32;1
LCBPF 61;2;3;33;1
LCBPF 61;2;3;34;1
LCBPF 61;2;3;35;1
LCBPF 61;2;3;36;1
LCBPF 61;2;3;37;1
LCBPF 61;2;3;38;1
LCBPF 61;2;3;39;1
LCBPF 61;2;3;40;1
LCBPF 61;2;3;41;1
LCBPF 61;2;3;42;1
LCBPF 61;2;3;43;1
LCBPF 61;2;3;44;1
LCBPF 61;2;3;45;1
LCBPF 61;2;3;46;1
LCBPF 61;2;3;47;1
LCBPF 61;2;3;48;1
LCBPF 61;2;3;49;1
LCBPF 61;2;3;50;1
LCBPF 61;2;3;51;1
LCBPF 61;2;3;52;1
LCBPF 61;2;3;53;1
LCBPF 61;2;3;54;1
LCBPF 61;2;3;55;1
LCBPF 61;2;3;56;1
LCBPF 61;2;3;57;1
LCBPF 61;2;3;58;1
LCBPF 61;2;3;59;1
LCBPF 61;2;3;60;1
LCBPF 61;2;3;61;1
LCBPF 61;2;3;62;1
